ID,context_id,context_title,context_length,context,question type,question,A,B,C,D,E,answer
102,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",what,Apa yang dimaksud dengan al-Masjid al-Aqsha menurut Ibn Taimiyah?,masjid bersejarah yang terletak di Madinah,seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem,tempat suci bagi umat Islam yang terletak di Romawi,sebutan untuk Masjidil Haram di Mekah,kuil Yahudi yang terletak di Yerusalem,B
103,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",who,Siapakah yang pertama kali membangun Masjid Aqsha?,Nabi Muhammad,Nabi Sulayman,Nabi Isa,Nabi Musa,Nabi Ibrahim,B
104,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",who,"Siapakah yang membangun kembali Masjid Aqsha yang awalnya dibangun oleh Nabi Sulayman, namun masjid tersebut dihancurkan oleh Nebukadnezar dan Tito Romawi?",Khalid bin Walid,Uzair,Muhammad bin Qasim,Umar bin Khattab,Ratu Bilqis,B
105,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",who,Siapa yang membangun kembali Masjid Aqsha yang kedua kalinya setelah dihancurkan oleh Titus dan Roma?,khalifah Abu Bakar as-Siddiq,raja Persia Khusyru II,khalifah Umar bin Khattab,khalifah Utsman bin Affan,raja Yahudi Herados,E
106,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",when,Kapan Masjid Aqsha yang kedua kalinya dihancurkan setelah dibangun kembali oleh raja Yahudi Herados?,tahun 638 Masehi,tahun 691 Masehi,tahun 1775 Masehi,tahun 1291 Masehi,tahun 70 Masehi,E
107,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",what,Apa patung yang dibangun oleh orang-orang Romawi di atas bekas Masjid Aqsha?,patung Dewi Aelia,patung Nabi Muhammad,patung Dewi Athena,patung Nabi Ibrahim,patung Raja Herodes,A
108,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",what,Apa tujuan orang Romawi dalam menghancurkan Masjid Aqsha dan mengubah Bayt al-Maqdis menjadi pusat penyembahan berhala mereka?,menginginkan dominasi politik di wilayah tersebut,melenyapkan sama sekali sisa-sisa keyahudian,menguasai sumber daya alam di sekitar Masjid Aqsha,memperkuat kekuasaan militer Romawi di Timur Tengah,membuang pengaruh agama Islam dari wilayah tersebut,B
109,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",who,Siapa yang mengenal Bayt al-Maqdis sebagai Iliyya,Penduduk Yerusalem,Khalifah Umar bin Khattab,Umat Muslim,Abbasid,Orang Arab,E
110,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",who,Siapa yang datang ke Bayt al-Maqdis pada tahun 641 M untuk menandatangani perjanjian damai dan mengubah nama Yerusalem menjadi Aelia Kapitolina?,Umar,Utsman bin Affan,Khalid bin Walid,Abu Bakar,Ali bin Abi Thalib,A
111,13,Masjid Aqsha di Bait al-Maqdis (4),1477,"Ibn Taimiyah, mengatakan bahwa yang sesungguhnya disebut al-Masjid al-Aqsha ialah seluruh kompleks di atas bukit Mona di Bayt al-Maqdis atau Yerusalem itu, yang sekarang dikenal sebagai al-Haram al-Syarif. Di atas kompleks al-Haram al-Syarif itulah dahulu berdiri Masjid Aqsha yang pertama oleh Nabi Sulayman, yang oleh orang Arab juga dinamakan Hailal Sulayman (dan diinggriskan menjadi Solomon Temple). Masjid Aqsha yang didirikan oleh nabi Sulayman ini dihancurkan oleh Nebukadnezar. Kemudian Uzair, dengan bantuan seorang raja Persia, Bahman, membangunnya kembali secara sederhana. Lalu raja Yahudi Herados (yang agung, begitu kaum Yahudi menyebutnya), membangun kembali Masjid itu dengan amat mega, di saat-saat kelahiran Nabi Isa al-Masih. Masjid Aqsha yang kedua ini kemudian dihancurkan oleh Titus dan Roma, pada tahun 70 Masehi. Dan orang-orang Romawi, karena kebencian mereka terhadap bangsa Yahudi, berusaha melenyapkan sama sekali sisa-sisa keyahudian pada Bayt al-Maqdis dan bekas Masjid Aqsha itu, dengan menjadikannya pusat penyembahan berhala mereka. Di atas bekas Masjid itu mereka bangun patung Dewi Aelia, berhala Romawi dan nama Yerusalem atau Bayt al-Maqdis pun diubah menjadi Aelia Kapitolina, atau Aeli. Orang Arab mengenalnya sebagai Iliyya, sehingga nama inipun tercantum dalam naskah perjanjian keamanan yang dibuat Umar untuk penduduk Bayt al-Maqdis pada tahun 641 M. Umar sendiri yang datang ke sana untuk menandatangani perjanjian damai tersebut.",when,Kapan perjanjian keamanan untuk penduduk Bayt al-Maqdis dibuat oleh Umar?,Tahun 672 M,tahun 641 M,Tahun 620 M,Tahun 601 M,Tahun 661 M,B
112,14,Masjid Aqsha di Bait al-Maqdis (5),1458,"Pada waktu Helena (ibu Raja Konstantin) membangun Gereja Kiamatnya, karena kemarahannya kepada kaum Yahudi ia diperintahkan untuk menimbuni Shakhrah atau Karang Suci, kiblat kaum Yahudi dengan sampah dan kotoran, selain itu dia perintahkan pula untuk menghancurkan sisa-sisa Masjid Aqsha (peninggalan Herodus) yang masih berdiri, sehingga yang akhirnya tersisa hanyalah sebuah tembok, yang oleh orang Yahudi disebut ""Tembok Ratap"" (Wailing Wall). Tembok itu kini merupakan tempat paling suci bagi kaum Yahudi dan menjadi tujuan kunjungan mereka yang terpenting. 

Keadaan seperti itulah yang didapati oleh Umar ibn al-Khaththab ketika memasuki kompleks bekas Masjid Aqsha itu, yang kemudian ia dan kaum muslim membersihkan, lalu didirikan masjid di situ. 'Umar memilih tempat di sebelah selatan Shakhrah, menghadap ke Makkah dan membelakangi Shakhrah. Kelak masjid itu dibangun dengan megah oleh Khalifah al-Walid ibn 'Abd al-Malik. Tapi sebelum pembangunan masjid itu oleh Khalifah al-Walid, sebuah kubah yang sangat indah, yang ditopang oleh bangunan bersegi delapan (octagonal) pada tahun 72 H/691 M didirikan oleh Khalifah 'Abd al-Malik ibn Marwan, ayah al-Walid, persis di atas Shakrah atau Karang Suci itu. Bangunan ini kemudian dikenal sebagai Qubbat al-Shakhrah (The Dome of the Rock), karena dirancang untuk melindungi Karang Suci, Kiblat pertama Islam, dan tempat Nabi s.a.w menjejakkan kaki beliau menuju Sidrat al-Muntaha dalam peristiwa Mi'raj.",who,Siapakah yang memerintahkan untuk menimbuni Shakhrah atau Karang Suci dan menghancurkan sisa-sisa Masjid Aqsha?,Helena,Pangeran Raymond dari Antioch,Pasukan Salib dalam Perang Salib Pertama,Pangeran Baldwin I,Khalifah Umar bin Khattab,A
113,14,Masjid Aqsha di Bait al-Maqdis (5),1458,"Pada waktu Helena (ibu Raja Konstantin) membangun Gereja Kiamatnya, karena kemarahannya kepada kaum Yahudi ia diperintahkan untuk menimbuni Shakhrah atau Karang Suci, kiblat kaum Yahudi dengan sampah dan kotoran, selain itu dia perintahkan pula untuk menghancurkan sisa-sisa Masjid Aqsha (peninggalan Herodus) yang masih berdiri, sehingga yang akhirnya tersisa hanyalah sebuah tembok, yang oleh orang Yahudi disebut ""Tembok Ratap"" (Wailing Wall). Tembok itu kini merupakan tempat paling suci bagi kaum Yahudi dan menjadi tujuan kunjungan mereka yang terpenting. 

Keadaan seperti itulah yang didapati oleh Umar ibn al-Khaththab ketika memasuki kompleks bekas Masjid Aqsha itu, yang kemudian ia dan kaum muslim membersihkan, lalu didirikan masjid di situ. 'Umar memilih tempat di sebelah selatan Shakhrah, menghadap ke Makkah dan membelakangi Shakhrah. Kelak masjid itu dibangun dengan megah oleh Khalifah al-Walid ibn 'Abd al-Malik. Tapi sebelum pembangunan masjid itu oleh Khalifah al-Walid, sebuah kubah yang sangat indah, yang ditopang oleh bangunan bersegi delapan (octagonal) pada tahun 72 H/691 M didirikan oleh Khalifah 'Abd al-Malik ibn Marwan, ayah al-Walid, persis di atas Shakrah atau Karang Suci itu. Bangunan ini kemudian dikenal sebagai Qubbat al-Shakhrah (The Dome of the Rock), karena dirancang untuk melindungi Karang Suci, Kiblat pertama Islam, dan tempat Nabi s.a.w menjejakkan kaki beliau menuju Sidrat al-Muntaha dalam peristiwa Mi'raj.",what,Apa yang tersisa setelah Shakhrah atau Karang Suci ditimbuni dan sisa-sisa Masjid Aqsha dihancurkan?,"""Tembok Ratap"" (Wailing Wall)",Kiblat al-Qiblatain (Two Qibla Mosque),Sisa-sisa Ka'bah,Situs Masjidil Haram,Kubah Batu (Dome of the Rock),A
